name,type,address,phoneNumber
하안재가노인복지센터,visit_recuperation,"경기도 오리로 643, 202-2호 (하안동, 석산빌딩)",02-6951-3855
빛누리에재가센터,visit_recuperation,"경기도 오리로 649, 304호 (하안동)",02-898-6789
누리재가복지센터,visit_recuperation,"경기도 오리로 993, 302호 (광명동)",0507-1335-3404
좋은날들,visit_recuperation,"경기도 오리로984번길 11, 304호 (광명동, 블리스텔)",02-2618-9227
가족처럼주간보호센터,visit_recuperation,"경기도 오산시 경기대로 108, 2층 (원동, 한빛프라자)",031-375-5855
더원케어 방문요양,visit_recuperation,"경기도 오산시 경기대로 108, 303호 (원동)",031-375-2508
아리아케어 방문요양오산 원동센터,visit_recuperation,"경기도 오산시 경기대로 108, 501-2호 (원동)",031-377-2508
오산중앙케어,visit_recuperation,"경기도 오산시 경기동로 8, 2층",031-378-8330
세원노인복지센터,visit_recuperation,"경기도 오산시 대호로 141, 2층 (궐동, SS프라자)",031-372-7080
오산돌봄사회적협동조합재가노인복지센터,visit_recuperation,"경기도 오산시 대호로117번길 39, 아이원빌딩 7층",031-8042-3367
오산믿음방문요양센터,visit_recuperation,"경기도 오산시 밀머리로 45, 동진빌딩 302호",031-373-8263
(주)동부케어 원동점,visit_recuperation,"경기도 오산시 밀머리로1번길 6, 이화빌딩 3층",031-372-1551
오산노인복지센터,visit_recuperation,경기도 오산시 성호대로 38. 2층,031-373-1223
오산노인복지센터,visit_recuperation,경기도 오산시 성호대로38 (오산동),031-373-1223
경기라온방문요양센터,visit_recuperation,"경기도 오산시 세남로14번길 52, 하온하제 3층",031-376-6589
예반주간보호센터,visit_recuperation,"경기도 오산시 세마역로41번길 27, 2층",031-375-8011
행복나눔노인복지센터,visit_recuperation,"경기도 오산시 수목원로 610, 3층301호 (세교동,세마타워)",031-377-9589
오산남부은빛사랑채,visit_recuperation,경기도 오산시 오산로 132-28,031-376-6282
편안노인요양센터,visit_recuperation,"경기도 오산시 오산로 247, 용현빌딩 2층",031-376-0042
나누미요양복지타운나누미재가복지센터,visit_recuperation,경기도 오산시 오산로 49-19,031-375-0505
감돌노인복지센터,visit_recuperation,"경기도 오산시 오산로290번길 12, 2층",031-374-5004
감돌노인복지센터,visit_recuperation,경기도 오산시 오산로290번길 12. 2층,031-374-5004
루터대학교용인노인복지센터,visit_recuperation,경기도 용인시 기흥구 금화로82번길 20,031-283-6336
따듯한돌봄,visit_recuperation,"경기도 용인시 기흥구 덕영대로 1751,1층",02-2039-3191
우리용인재가노인지원서비스센터,visit_recuperation,"경기도 용인시 기흥구 동백죽전대로 527번길 100-27, 504호",031-274-8860
153효재가노인복지센터,visit_recuperation,"경기도 용인시 수지구 광교중앙로 305, C동 307호 (상현동)",031-214-1530
까미노 방문재가복지센터,visit_recuperation,"경기도 용인시 수지구 달맞이로 36, 201-2호 (죽전동, 현대프라자)",031-262-0207
만나재가복지센터,visit_recuperation,"경기도 용인시 수지구 달맞이로 75, 102호 (죽전동)",031-897-4523
이레재가복지센터,visit_recuperation,"경기도 용인시 수지구 대지로 19, 203호 (죽전동, 상가동)",031-897-0810
(One+)용인동천노인복지센터,visit_recuperation,"경기도 용인시 수지구 동천로 375-10, 지하1층 (동천동)",031-896-1477
에바다 재가복지센터,visit_recuperation,"경기도 용인시 수지구 만현로 106, 4층 401호 (상현동)",031-264-4546
효나눔재가복지센터,visit_recuperation,"경기도 용인시 수지구 상현로 30-10, 301호 (상현동, 광교상떼빌파크뷰)",031-264-4377
(A+)단비재가간호요양센터,visit_recuperation,"경기도 용인시 수지구 성복2로76번길 26-3 (성복동, 드림타워 307-1)",031-265-2912
수지사랑방문요양센터,visit_recuperation,경기도 용인시 수지구 수지로342번길 17 (풍덕천동),031-302-6522
수지실버재가센터,visit_recuperation,"경기도 용인시 수지구 신봉2로 2, 308호 (신봉동)",031-264-8430
수지실버방문요양센터,visit_recuperation,"경기도 용인시 수지구 신봉2로 73-2, 3층 304호 (신봉동)",031-272-0047
동성재가복지센터,visit_recuperation,"경기도 용인시 수지구 용구대로 2720, 101동 2층 202호 (죽전동)",031-263-2114
용인재가노인지원서비스센터효담채,visit_recuperation,"경기도 용인시 수지구 죽전로 150, 404호",031-898-1425
용인재가노인지원서비스센터 효담채,visit_recuperation,"경기도 용인시 수지구 죽전로 150, 404호 (죽전동, 단대프라자Ⅲ)",031-898-1425
가족사랑재활주간보호센터,visit_recuperation,"경기도 용인시 수지구 죽전로 255, 3층 (죽전동, 유토피아)",031-897-7788
(A)비지팅엔젤스 용인수지풍덕천방문요양지점,visit_recuperation,"경기도 용인시 수지구 풍덕천로140번길 19, 404호 (풍덕천동)",031-261-9931
(A)온마음재가복지센터,visit_recuperation,경기도 용인시 수지구 현암로 162 309-2호 (죽전동),031-8081-7899
동행재가방문요양센터,visit_recuperation,"경기도 용인시 처인구 고림로74번길 3-6, 1층 (고림동)",031-326-0273
행복한방문요양센터,visit_recuperation,경기도 용인시 처인구 금령로 148 (마평동),031-336-2580
해맑음재가센터,visit_recuperation,"경기도 용인시 처인구 금령로 161, 3층 (마평동, 한림빌딩)",031-335-3633
경기처인방문요양센터,visit_recuperation,"경기도 용인시 처인구 금령로 165, 305호 (마평동)",031-333-1020
푸른솔방문요양센터,visit_recuperation,"경기도 용인시 처인구 금령로39번길 9, 3층",031-321-0020
이지케어재가복지센터,visit_recuperation,"경기도 용인시 처인구 금령로40번길 15-5, 202호 (김량장동, 용인김량장행복주택)",031-334-9999
"""하늘사이""주간보호센터",visit_recuperation,"경기도 용인시 처인구 명지로 40번길16 (역북동, 파스텔시티) (201, 202, 404, 405호)",031-334-1142
큰딸방문요양센터,visit_recuperation,"경기도 용인시 처인구 모현읍 외대로 22, 301호 (원당프라자)",031-321-2004
백암주간보호센터,visit_recuperation,경기도 용인시 처인구 백암면 백암로202번길 24,031-335-0815
e-조은재가복지센터,visit_recuperation,경기도 용인시 처인구 백옥대로 1374. 126호,031-337-3896
A+섬김방문요양센터,visit_recuperation,"경기도 용인시 처인구 백옥대로 1381, 1층 101호 (유방동)",031-333-9075
이동농협노인복지센터,visit_recuperation,"경기도 용인시 처인구 백옥대로 595, 2층",031-336-4418
이동농협노인복지센터,visit_recuperation,경기도 용인시 처인구 백옥대로595. 2층 (이동읍),031-321-4418
건승재가복지센터,visit_recuperation,"경기도 용인시 처인구 삼가로 27-18 101동501호 (삼가동, 힐링하우스)",031-321-9981
원삼농협재가노인복지센터,visit_recuperation,"경기도 용인시 처인구 원삼면 고당로 24, 2층",031-339-2055
호산나재가복지센터,visit_recuperation,"경기도 용인시 처인구 이동읍 경기동로 727, 나동 302호 (드림펠리체)",031-338-0502
섬김재활방문요양센터,visit_recuperation,경기도 용인시 처인구 이동읍 서리로 61,031-336-1004
수정노인복지센터,visit_recuperation,경기도 용인시 처인구 임원로92-6 성광빌딩2층,031-338-3387
더나은 주간보호센터,visit_recuperation,"경기도 용인시 처인구 중부대로 1404, 2층",031-334-6868
'(A)비지팅엔젤스용인처인방문요양지점,visit_recuperation,"경기도 용인시 처인구 중부대로 1406-3, 2층 (김량장동)",031-335-1127
더조은 재가센터,visit_recuperation,"경기도 용인시 처인구 중부대로1576번길 6, 1층",031-338-2442
인보노인복지센터,visit_recuperation,경기도 용인시 처인구 포곡읍 백옥대로 1832번길 50,031-339-9146
인보노인복지센터,visit_recuperation,경기도 용인시 처인구 포곡읍 백옥대로 1832번길 50,031-339-9146
인우케어 재가센터,visit_recuperation,경기도 용인시 처인구 포곡읍 포곡로 229,031-339-9109
둔전희망재가복지센터,visit_recuperation,"경기도 용인시 처인구 포곡읍 포곡로61번길 6, 107호",031-321-9985
은빛노인복지센터,visit_recuperation,경기도 의왕시 내손순환로 115 (내손동),031-425-5575
예사랑재가노인복지센터,visit_recuperation,"경기도 의왕시 등칙골 4길 14, 2층",031-453-0316
사랑채재가노인복지센터,visit_recuperation,경기도 의왕시 복지로 109 사랑채노인복지관 2층,031-424-3663
사랑채재가노인복지센터,visit_recuperation,경기도 의왕시 복지로 109 사랑채노인복지관 2층,031-424-3663
휴드림 주간보호센터,visit_recuperation,"경기도 의왕시 부곡중앙로 6-3, 5층 (삼동, 대복빌딩)",031-422-9525
성진재가복지센터,visit_recuperation,경기도 의왕시 사천2길 16 5층 501호,031-429-2636
해피 재가센터,visit_recuperation,경기도 의왕시 오리나무1길 12 103호 (내손동),031-477-8260
'(A)비지팅엔젤스의왕방문요양지점,visit_recuperation,경기도 의왕시 원골로 8 한마음프라자 202호,031-455-1004
사랑의재가복지센터,visit_recuperation,경기도 의왕시 위인로 70-12 지하1층,031-456-7283
의왕재가복지센터,visit_recuperation,"경기도 의왕시 찬우물길 16, 203호 (오전동)",031-427-0888
「함께」재가복지센터,visit_recuperation,경기도 의왕시 청계로 79 (청계동),031-425-9445
참조은재가복지센터,visit_recuperation,"경기도 의왕시 호성로 64, 2층 204호 (오전동, 제상가에이동)",031-429-8961
스마일시니어참소망재가복지센터,visit_recuperation,경기도 의왕시 효행로 5 102호,031-427-5595
한다원재가복지센터,visit_recuperation,경기도 의정부시 가금로 68 2층 (가능동),031-848-9787
새봄방문요양센터,visit_recuperation,경기도 의정부시 거북로6번길 18 (금오동),031-848-7781
시민노인복지센터,visit_recuperation,"경기도 의정부시 경의로 42, 5층",031-873-3682
시민노인복지센터,visit_recuperation,"경기도 의정부시 경의로 42, 5층",031-873-3682
어울림방문요양센터,visit_recuperation,경기도 의정부시 경의로41 삼부빌딩404호 (의정부동),031-878-8383
좋은날주간보호센터,visit_recuperation,경기도 의정부시 금신로 390 금오유니시티 2층,031-856-9546
지극정성재가요양센터,visit_recuperation,경기도 의정부시 금오로 26-10 303호,070-4843-7904
AA+동부케어,visit_recuperation,경기도 의정부시 녹양로 62번길 46,031-826-2411
버드나무노인복지센터,visit_recuperation,"경기도 의정부시 녹양로62번길 19-13, 1층 (녹양동)",031-877-0982
스마일시니어봄날재가방문요양센터,visit_recuperation,"경기도 의정부시 동일로402, 상가동103호 (장암동,우성아파트)",031-874-7001
청정방문요양센터,visit_recuperation,"경기도 의정부시 동일로476번길 22 4동 102호 (신곡동, 신곡빌라)",031-856-1009
가족효사랑방문요양센터,visit_recuperation,"경기도 의정부시 동일로506번길 58, 1층 (신곡동)",031-821-3595
평화재가복지주야간보호센터,visit_recuperation,"경기도 의정부시 동일로711번길 15, 301호 (금오동)",031-827-2799
다행재가방문요양센터,visit_recuperation,"경기도 의정부시 발곡로 26, 미리타운 3층 304-1호",031-872-0998
리본주간보호센터,visit_recuperation,"경기도 의정부시 발곡로 30, 우리프라자 201호",031-875-0222
초아노인재가복지센터,visit_recuperation,경기도 의정부시 범골로 145번길 15 장안빌딩 406호,031-875-0372
경기시니어방문요양센터,visit_recuperation,"경기도 의정부시 범골로158번길50, 4층407호 (의정부동)",031-855-7471
희망드림노인복지센터,visit_recuperation,"경기도 의정부시 범골로30번길 29, 2층",031-876-0120
두림방문요양센터,visit_recuperation,경기도 의정부시 부용로 203번길 38,031-853-8806
나눔의샘재가노인지원서비스센터,visit_recuperation,"경기도 의정부시 부용로 210번길15, 1층",031-851-5695
마음의숲주간보호센터 금오점,visit_recuperation,"경기도 의정부시 부용로21, 2층",031-836-7800
나눔의샘방문요양서비스센타,visit_recuperation,경기도 의정부시 부용로214번길 26 (신곡동),031-851-5635
시니어사랑방문요양센터,visit_recuperation,"경기도 의정부시 부용로95번길 18, 해피플러스503호",031-853-4437
녹양방문요양센터,visit_recuperation,경기도 의정부시 비우로 110 5층,031-877-5102
경기북부드림노인복지센터,visit_recuperation,경기도 의정부시 새말로9 주석빌딩201호,031-928-5456
의정부믿음방문요양센터,visit_recuperation,"경기도 의정부시 승지로 30번길18, B02",070-8150-0000
영우방문요양센터,visit_recuperation,"경기도 의정부시 승지로4번길 10, 거창빌딩304호",031-852-7371
소담통합재가복지센터,visit_recuperation,경기도 의정부시 시민로416번길 51,031-847-7005
감사복지센터,visit_recuperation,경기도 의정부시 신곡로70번길 4-11,031-837-6781
더조은주간보호,visit_recuperation,경기도 의정부시 신흥로 171 소아빌딩 2층,031-823-7100
동현방문요양센터,visit_recuperation,경기도 의정부시 신흥로 346 3층,031-821-0620
사랑재가복지센터,visit_recuperation,경기도 의정부시 안말로58번안길 92 (호원동),031-872-0715
열린방문요양센터,visit_recuperation,경기도 의정부시 오목로 14번길 7-5,031-821-9028
재활플러스주간보호센터,visit_recuperation,"경기도 의정부시 오목로 205번길 1,505호 (민락동)",031-851-9985
효천사주야간보호센터,visit_recuperation,"경기도 의정부시 오목로 205번길 67, 파워프라자 404,405,503",031-851-6766
효천사주야간보호센터,visit_recuperation,"경기도 의정부시 오목로 205번길 67, 파워프라자 404,405,503",031-851-6766
아리아케어방문요양의정부민락센터,visit_recuperation,경기도 의정부시 오목로196 제일풍경채2-98,031-928-4746
참사랑방문요양센터,visit_recuperation,경기도 의정부시 용민로 70 비콘드림시티 1017호,031-824-0308
A+효림방문요양센터,visit_recuperation,경기도 의정부시 용민로 70. 308호 (비콘드림시티),031-827-3088
감동플러스재가노인센터,visit_recuperation,경기도 의정부시 용민로397 예스프라자5차 301호,031-853-1060
산들재가방문요양센터,visit_recuperation,경기도 의정부시 용현로 184-2 102호,031-853-2299
마음의숲노인복지센터본점,visit_recuperation,경기도 의정부시 의정로 147 4층,031-846-0300
마음의숲노인복지센터(본점),visit_recuperation,경기도 의정부시 의정로 147 4층,031-846-0300
정드림방문요양센터,visit_recuperation,"경기도 의정부시 의정로204, 1층",031-876-0161
한결맘 방문요양센터,visit_recuperation,"경기도 의정부시 의정로22번길 43, 202호 (의정부동)",031-872-3227
가람주간보호센터,visit_recuperation,"경기도 의정부시 장곡로 598, 월드프라자 3,4층 (신곡동)",031-852-5400
조약돌재가요양센터,visit_recuperation,"경기도 의정부시 장곡로322번길 22, 1층",031-827-0007
고산재가노인복지센터,visit_recuperation,"경기도 의정부시 정음로 15, 상가동 104호 (고산동, 정음마을2단지)",031-851-3999
다누림주야간보호센터,visit_recuperation,경기도 의정부시 체육로135번길53 (1층),031-858-8777
의정부선복지센터,visit_recuperation,"경기도 의정부시 추동로 12, 은하수아파트 104동103호",031-836-9988
1004랑방문요양센터,visit_recuperation,"경기도 의정부시 추동로108번길40, 105호 (신곡동)",031-846-9981
온케어재가복지센터,visit_recuperation,"경기도 의정부시 충의로 43, 202-1호 (용현동, 태원빌딩)",031-840-0106
함께하는재가노인복지센터,visit_recuperation,"경기도 의정부시 태평로 191, 503호 (의정부동)",031-878-9121
호원제일재가센터,visit_recuperation,"경기도 의정부시 평화로 197, 정명빌딩 3층 302호",031-855-1800
회룡방문요양센터,visit_recuperation,"경기도 의정부시 평화로 306-1, 1층 10호 (호원동)",031-878-1100
이웃사랑방문요양센터,visit_recuperation,"경기도 의정부시 호국로 1135번길20 (1층,3호)",031-874-1888
더행복한재가노인복지센터,visit_recuperation,"경기도 의정부시 호국로 1429, 2층 (금오동)",031-821-6050
성장나무방문요양센터,visit_recuperation,"경기도 의정부시 호동로 78, 3층 (호원동)",031-876-5777
별사랑 방문요양센터,visit_recuperation,"경기도 의정부시 회룡로192번길 33-8, 1층 (장암동)",031-826-8688
가람노인복지센터,visit_recuperation,경기도 의정부시 효자로 10 송산프라자 703~704호,031-851-5701
실버빛주간보호센터,visit_recuperation,"경기도 의정부시 효자로 14, 603호",031-852-1432
VIP요양원,visit_recuperation,"경기도 의정부시 효자로 14, 701호",031-853-2606
명이방문요양센터,visit_recuperation,경기도 의정부시 흥선로 47,031-829-8860
싱글벙글방문요양센터,visit_recuperation,"경기도 의정부시 흥선로 72, 2층 (가능동,창녕빌딩)",031-879-7990
예원방문요양센터,visit_recuperation,"경기도 의정부시의정로46번길18, 401호",031-876-5473
참빛노인복지센터,visit_recuperation,경기도 이천시 남천로 51-3 (중리동),031-635-1389
이천시재가노인지원서비스센터,visit_recuperation,"경기도 이천시 남천로31(중리동), 2층",031-636-1512
한나그린힐재가복지센터,visit_recuperation,경기도 이천시 대월면 대평로214번길 10-11,031-631-1911
한솔노인복지센터,visit_recuperation,경기도 이천시 마장면 작촌로37번길 136,031-634-0151
고마운재가복지센터,visit_recuperation,경기도 이천시 백사면 이여로 260-10 상가동 102호,031-637-1701
사랑의 효센터,visit_recuperation,경기도 이천시 부발읍 황무로 1366번길 43,031-631-1208
은빛사랑채신하주간보호센터,visit_recuperation,경기도 이천시 신둔면 남정로 7,031-637-1091
가람재가복지센터,visit_recuperation,경기도 이천시 영창로 255번길30 (창전동),031-638-8684
장호원노인주간보호센터,visit_recuperation,경기도 이천시 장호원읍 중원대로1456,031-642-5682
스마일시니어이룸재가요양센터,visit_recuperation,"경기도 일직로 72, A동 805호 (일직동, 광명무역센터)",02-897-1509
미르방문요양센터,visit_recuperation,"경기도 일직로 72, C동 403호 (일직동, 광명무역센터)",02-899-1101
(주)아주편한재가복지센터,visit_recuperation,"경기도 장안구 경수대로 862 (조원동, 창경빌딩 201호)",031-247-7575
나눔재가복지센터,visit_recuperation,"경기도 장안구 경수대로 890, 2층 (조원동)",031-251-7005
효경의손길재가노인지원서비스센터,visit_recuperation,경기도 장안구 경수대로754번길 26-17 (연무동),031-251-0090
스마일시니어 푸른재가방문요양센터,visit_recuperation,"경기도 장안구 송원로 10, 2층 232호 (송죽동, 송죽프라자)",031-241-3852
효다함재가복지센터,visit_recuperation,"경기도 장안구 송정로 80, 상가2동 2층 2호 (정자동)",031-256-5359
우리함께주간보호센터,visit_recuperation,"경기도 장안구 수성로 323, 2층 (정자동)",031-202-6288
아리아케어 방문요양수원 장안센터,visit_recuperation,"경기도 장안구 수일로219번길 2, 4층 (조원동)",031-257-7351
정성노인복지센터,visit_recuperation,경기도 장안구 연무로13번길 45 (연무동),031-207-5736
한마음재가센터,visit_recuperation,"경기도 장안구 연무로32번길 27, 1층 (연무동)",031-244-2226
효명재가복지센터,visit_recuperation,"경기도 장안구 영화로 52, 1층 (영화동)",031-254-8400
(주)세연노인재가복지센터,visit_recuperation,"경기도 장안구 영화로50번길 31, 308호 (영화동)",031-243-0010
더나은 재가복지센터,visit_recuperation,"경기도 장안구 장안로 110, 605호 (정자동)",031-308-0777
함께하는재가복지센터,visit_recuperation,경기도 장안구 정자로144번길 34-29 (정자동),031-302-9544
수원YWCA방문요양센터,visit_recuperation,"경기도 장안구 정자천로134번길 34, 3층 (정자동)",031-252-5125
행복나라 재가센터,visit_recuperation,"경기도 장안구 정조로 1039, 3층 (송죽동)",031-252-7729
사랑 방문요양복지센터,visit_recuperation,"경기도 장안구 정조로 1094-13, 202호 (송죽동)",031-251-0836
하랑재가노인복지센터,visit_recuperation,"경기도 장안구 정조로957번길 25-2, 1층 (영화동)",031-242-9144
누네노인장기요양센터,visit_recuperation,경기도 장안구 정조로958번길 1 (영화동),031-243-7147
다원재가복지센터,visit_recuperation,"경기도 장안구 창훈로29번길 12-20, 1층 (연무동)",031-207-3223
나눔재가요양센터,visit_recuperation,"경기도 장안구 팔달로 291, 3층 (영화동)",031-244-2662
정담재가복지센터,visit_recuperation,"경기도 장안구 팔달로259번길 10, 202호 (영화동)",031-245-8419
(주)한우리실버케어,visit_recuperation,"경기도 장안구 하률로30번길 45-18, 102호 (천천동)",031-248-4944
구세군평택재가복지센터,visit_recuperation,경기도 조개터로34번길 4 (합정동),031-656-7023
하늘재가방문요양센터,visit_recuperation,경기도 중동로 84번길 43-2 (상동),032-666-6008
노인센타,visit_recuperation,"경기도 파주시 가나무로 123, D동 102호 (금촌동, 대하빌라)",031-941-6111
예솜재가방문요양센터,visit_recuperation,경기도 파주시 광탄면 보광로 509-9,031-946-3311
한나노인복지센터,visit_recuperation,경기도 파주시 광탄면 혜음로 1123,031-953-4766
(주)행복더하기,visit_recuperation,"경기도 파주시 금물다리길 271, 3층 (맥금동)",031-941-8229
돌보인 방문요양센터파주점,visit_recuperation,"경기도 파주시 금바위로 42, 법조타운동 803호 (와동동)",031-839-3911
은혜방문요양센터,visit_recuperation,"경기도 파주시 금바위로 45, 상가동 203호",031-945-8563
건강한 방문요양센터,visit_recuperation,경기도 파주시 문산읍 문산로 16,031-952-8539
시니어스 재가센터,visit_recuperation,"경기도 파주시 문산읍 문산로26번길 13, 101상가동 2층 229호",031-952-9952
파주사랑노인복지센터,visit_recuperation,"경기도 파주시 문산읍 봉미로 3, 204호",031-954-0940
케어링재가노인복지센터,visit_recuperation,"경기도 파주시 문산읍 사임당로 65-21, 201호 (정원 엘피스타워)",031-934-0526
한사랑재가복지센터,visit_recuperation,"경기도 파주시 미래로 345, 708동 1201호 (동패동, 한울마을 7단지 삼부르네상스 아파트)",031-949-3047
서원노인복지센터,visit_recuperation,"경기도 파주시 미래로602번길 35, 401호 (와동동, 라이프프라자)",031-949-3676
파주시 은빛사랑채,visit_recuperation,경기도 파주시 법원읍 술이홀로 832,031-958-1453
파주시은빛사랑채,visit_recuperation,경기도 파주시 법원읍 술이홀로 832,031-958-1453
사랑의종소리방문요양센터,visit_recuperation,경기도 파주시 빙고재길 26 (교하동),031-941-0495
가람재가방문요양센터,visit_recuperation,"경기도 파주시 새꽃로 35 (금촌동, 새꽃마을주공아파트)",031-957-9957
OK(오케이)재가복지센터,visit_recuperation,"경기도 파주시 송학1길 135-29, 1층 103호 (야당동)",031-948-5269
경인재가노인복지센터,visit_recuperation,"경기도 파주시 숲속노을로 299, 2층 204호 (문발동)",070-7779-9932
도연재가방문요양센터,visit_recuperation,"경기도 파주시 시청로 123-1, 2층 (아동동)",031-941-1030
어르신재가복지센터,visit_recuperation,"경기도 파주시 시청로 19, 3층 302호 (금촌동, 다우스카이빌딩)",031-948-4111
파주해가빛시니어센터,visit_recuperation,경기도 파주시 어을매로 76 (교하동),031-943-5382
선한재가노인복지센터,visit_recuperation,"경기도 파주시 운정로 78-24, 2층 (상지석동, 파주처음교회)",031-941-1125
스마일방문요양센터,visit_recuperation,"경기도 파주시 운정안길 20-32, 107동 102호 (야당동)",070-4792-0720
운정샘물방문요양센터,visit_recuperation,"경기도 파주시 운정역길 384-8, 301호 (야당동)",031-957-3168
더나은재가복지센터,visit_recuperation,"경기도 파주시 조리읍 내산길 74, 1층",031-943-2456
행복드림복지센터,visit_recuperation,"경기도 파주시 조리읍 능안로 35, 2층 202-2호",031-944-5060
경기재가복지센터,visit_recuperation,"경기도 파주시 조리읍 대원로 24, 나동 105호 (대원프라자)",031-935-6010
둥지방문복지센터,visit_recuperation,경기도 파주시 조리읍 봉천로 59-2,031-941-8836
하날재가노인복지센터,visit_recuperation,"경기도 파주시 조리읍 사근절길 26, 1층",031-957-4730
효도방문요양센터,visit_recuperation,"경기도 파주시 조리읍 통일로 155, 203호",031-943-7003
햇살노인복지센터,visit_recuperation,"경기도 파주시 중앙로 189 (금릉동, 파워프라자 104호)",031-942-5425
그린방문요양센터,visit_recuperation,"경기도 파주시 중앙로 193, 5층 (금릉동)",031-941-8400
파주시민재가복지센터,visit_recuperation,"경기도 파주시 중앙로 286, 1층 (아동동, 대흥빌딩)",031-937-8900
딸내미2 재가센터,visit_recuperation,"경기도 파주시 지목로 70-25, 9동 209호 (문발동)",031-952-9977
보아스재가복지센터,visit_recuperation,"경기도 파주시 책향기로 407, 상가동 2층 202호",031-941-2799
e-상쾌한요양센터,visit_recuperation,"경기도 파주시 청석로 256, 7층 703~704호 (동패동)",031-941-7897
위드유노인주야간보호센터,visit_recuperation,"경기도 파주시 청석로 260, 705,706호 (동패동)",031-945-8578
새봄노인주간보호센터,visit_recuperation,"경기도 파주시 청석로 268, 5층 501~5호 (동패동, 미소시티)",031-949-6788
걱정말아요재가복지센터,visit_recuperation,"경기도 파주시 청석로 272, 501-2호 (동패동)",031-947-4457
가족돌봄재가복지센터,visit_recuperation,"경기도 파주시 청석로 350, 803동 701호 (다율동, 청석마을동문굿모닝힐)",031-8035-5522
마음가득행복센터,visit_recuperation,"경기도 파주시 탄현면 소금쟁이길 62, 1층",031-939-2395
이화재가노인복지센터,visit_recuperation,"경기도 파주시 파주읍 바리골길 114, 1층",031-952-1119
두드림 노인복지센터,visit_recuperation,경기도 파주시 파주읍 성현안길 73-42,050-4446-5503
미소드림재가복지센터,visit_recuperation,경기도 파주시 파평면 화석정로126번길 144-30,031-952-1599
케어링엔젤스방문요양센터,visit_recuperation,경기도 파주시 평화로492번길 43 (맥금동),031-947-6005
파주노인사랑재가방문요양센터,visit_recuperation,"경기도 파주시 하우고개길 106-3, 1층 (야당동)",031-946-7808
어부바시니어굿모닝점,visit_recuperation,"경기도 파주시 한마음2길 24, 3층 302호 (금촌동)",031-947-6599
고은 방문요양센터,visit_recuperation,"경기도 파주시 황골로 76, 3층 303호 (금촌동)",070-8615-3921
감람나무재가복지센터,visit_recuperation,"경기도 파주시 황골로 83, 302호 (금촌동, 호명타운)",031-943-0858
365재가실버케어,visit_recuperation,"경기도 팔달구 갓매산로 14-15, 101호 (매산로3가)",031-238-1002
백세통합재가센터,visit_recuperation,"경기도 팔달구 경수대로 459, 301호 (인계동)",031-223-0703
(주)디케어재가복지센터,visit_recuperation,"경기도 팔달구 경수대로 720-1, 2층 (우만동)",031-241-9957
아지트재가복지센터,visit_recuperation,"경기도 팔달구 경수대로446번길 60, 202호 (인계동)",031-237-0543
우리재가복지센터,visit_recuperation,"경기도 팔달구 권광로364번길 7-2, 상다동 B02호 (우만동, 현대아파트)",031-222-9077
스마트재가복지센터,visit_recuperation,"경기도 팔달구 권선로 477, 상가동 1층 108호 (매산로2가, 대한대우아파트)",031-224-6031
경기인재가노인복지센터,visit_recuperation,"경기도 팔달구 덕영대로 693, 10층 1002호 (화서동, 풍성프라자)",031-257-2530
화서재가복지센터,visit_recuperation,"경기도 팔달구 동말로25번길 108, 303호 (화서동)",031-251-0688
(주)행복한케어,visit_recuperation,"경기도 팔달구 매산로20번길 23, 401호 (매산로2가)",031-241-3370
'(A)비지팅엔젤스수원팔달방문요양지점,visit_recuperation,"경기도 팔달구 인계로 120, 1516호 (인계동, 스마트타워)",031-211-4003
(주)동부복지센터중앙재가센터,visit_recuperation,"경기도 팔달구 장다리로 276, 701호 (인계동)",031-237-1518
진아재가복지센터,visit_recuperation,"경기도 팔달구 장다리로306번길 13, 지하층 012~013호 (인계동, 신반포아파트)",031-232-2001
은하방문요양센터,visit_recuperation,"경기도 팔달구 정조로 651, 224호 (매교동, 매교종합상가)",031-238-3336
(주)은파방문요양센터,visit_recuperation,"경기도 팔달구 정조로 862-1, 201호 (북수동)",031-245-7517
아리아케어 방문요양팔달센터,visit_recuperation,"경기도 팔달구 중부대로 110, 210호 (인계동)",031-898-6641
인계누리재가복지센터,visit_recuperation,"경기도 팔달구 중부대로 194, 5층 (인계동)",031-303-9819
(주)사랑마루데이케어센터,visit_recuperation,"경기도 팔달구 중부대로 6, 5층 (중동, 신원빌딩)",031-248-0248
다정재가복지센터,visit_recuperation,"경기도 팔달구 창룡대로150번길 42, 1층 (우만동)",031-254-7888
HAPPY동행노인복지센터,visit_recuperation,경기도 팔달구 팔달문로131번길 54 (우만동),031-202-3350
덕원노인복지센터,visit_recuperation,"경기도 팔달구 팔달문로140번길 1, 1층 좌측끝호 (우만동)",031-214-8248
엘리홈 재가복지센터,visit_recuperation,"경기도 팔달구 팔달문로75번길 68, 101호 (지동)",031-241-9788
사람사랑주야간보호센터,visit_recuperation,경기도 평택시 경기대로1286 명성빌딩 5층,031-647-3310
중부재가노인복지센터,visit_recuperation,경기도 평택시 고덕면 방축4길 58,070-8611-3443
평택돌봄재가복지센터,visit_recuperation,경기도 평택시 독곡동 한일아파트 한일상가 201호,031-611-2178
연리지재가노인복지센터,visit_recuperation,경기도 평택시 비전1로3번길 36-2,031-618-1271
늘푸른방문요양센터,visit_recuperation,"경기도 평택시 비전2로 192, 6층",031-618-5085
